GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AQNGE001,AQNGE002,AQNGE003,AQNGE004,AQNGE005,AQNGE006,AQNGE007,AQNGE008,AQNGE009,AQNGE010,AQPZE001,AQPZE002,AQPZE003,AQPZE004,AQPZE005,AQPZE006,AQPZE007,AQPZE008,NAME_M,AQNGM001,AQNGM002,AQNGM003,AQNGM004,AQNGM005,AQNGM006,AQNGM007,AQNGM008,AQNGM009,AQNGM010,AQPZM001,AQPZM002,AQPZM003,AQPZM004,AQPZM005,AQPZM006,AQPZM007,AQPZM008
"G27005300257021","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025702","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530257021",,,"270530257021","Block Group 1, Census Tract 257.02, Hennepin County, Minnesota",1021,459,12,0,131,0,320,99,0,99,1021,3,12,0,30,42,15,919,"Block Group 1, Census Tract 257.02, Hennepin County, Minnesota",777,183,16,9,163,9,474,149,9,149,777,6,16,9,44,60,25,775
"G27005300257022","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025702","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530257022",,,"270530257022","Block Group 2, Census Tract 257.02, Hennepin County, Minnesota",512,415,0,0,39,0,0,58,0,58,512,0,0,0,0,0,0,512,"Block Group 2, Census Tract 257.02, Hennepin County, Minnesota",281,244,9,9,47,9,9,71,9,71,281,9,9,9,9,9,9,281
"G27005300257023","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025702","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530257023",,,"270530257023","Block Group 3, Census Tract 257.02, Hennepin County, Minnesota",959,696,221,0,15,0,16,11,11,0,959,0,0,76,43,0,0,840,"Block Group 3, Census Tract 257.02, Hennepin County, Minnesota",294,268,87,9,22,9,28,19,19,9,294,9,9,90,50,9,9,269
"G27005300257024","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025702","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530257024",,,"270530257024","Block Group 4, Census Tract 257.02, Hennepin County, Minnesota",665,517,53,0,9,0,0,86,0,86,534,4,0,24,0,50,126,330,"Block Group 4, Census Tract 257.02, Hennepin County, Minnesota",216,190,95,9,15,9,9,147,9,147,216,12,9,32,9,59,159,150
"G27005300257025","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025702","5",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530257025",,,"270530257025","Block Group 5, Census Tract 257.02, Hennepin County, Minnesota",1298,1000,20,0,191,0,0,87,0,87,1298,10,0,0,0,18,0,1270,"Block Group 5, Census Tract 257.02, Hennepin County, Minnesota",567,554,34,9,149,9,9,107,9,107,567,19,9,9,9,28,9,566
"G27005300257026","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025702","6",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530257026",,,"270530257026","Block Group 6, Census Tract 257.02, Hennepin County, Minnesota",1165,1053,13,16,43,0,0,40,11,29,1165,0,43,37,23,76,0,986,"Block Group 6, Census Tract 257.02, Hennepin County, Minnesota",336,313,21,26,68,9,9,43,19,40,336,9,69,60,33,135,9,317
"G27005300257031","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025703","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530257031",,,"270530257031","Block Group 1, Census Tract 257.03, Hennepin County, Minnesota",1015,563,374,12,66,0,0,0,0,0,1015,2,18,29,59,111,19,777,"Block Group 1, Census Tract 257.03, Hennepin County, Minnesota",305,244,353,21,83,9,9,9,9,9,305,2,23,32,58,137,29,362
"G27005300257032","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025703","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530257032",,,"270530257032","Block Group 2, Census Tract 257.03, Hennepin County, Minnesota",1223,1109,81,0,0,0,0,33,8,25,1223,28,53,6,0,35,0,1101,"Block Group 2, Census Tract 257.03, Hennepin County, Minnesota",255,262,62,9,9,9,9,54,15,50,255,34,47,11,9,38,9,272
"G27005300257041","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025704","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530257041",,,"270530257041","Block Group 1, Census Tract 257.04, Hennepin County, Minnesota",808,767,2,0,0,0,0,39,25,14,807,2,17,104,18,9,0,657,"Block Group 1, Census Tract 257.04, Hennepin County, Minnesota",410,408,5,9,9,9,9,57,52,21,410,4,22,110,21,15,9,380
"G27005300257042","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025704","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530257042",,,"270530257042","Block Group 2, Census Tract 257.04, Hennepin County, Minnesota",1135,1058,0,17,60,0,0,0,0,0,1135,0,9,0,27,65,51,983,"Block Group 2, Census Tract 257.04, Hennepin County, Minnesota",441,457,9,27,60,9,9,9,9,9,441,9,14,9,31,87,67,430
"G27005300257043","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025704","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530257043",,,"270530257043","Block Group 3, Census Tract 257.04, Hennepin County, Minnesota",1540,1223,231,0,86,0,0,0,0,0,1540,13,11,0,385,13,0,1118,"Block Group 3, Census Tract 257.04, Hennepin County, Minnesota",447,480,245,9,105,9,9,9,9,9,447,22,17,9,456,20,9,402
"G27005300257044","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025704","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530257044",,,"270530257044","Block Group 4, Census Tract 257.04, Hennepin County, Minnesota",1006,607,0,0,89,0,281,29,18,11,1006,28,0,0,0,0,258,720,"Block Group 4, Census Tract 257.04, Hennepin County, Minnesota",324,285,9,9,96,9,272,33,29,21,324,42,9,9,9,9,268,314
"G27005300258011","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025801","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530258011",,,"270530258011","Block Group 1, Census Tract 258.01, Hennepin County, Minnesota",1311,865,183,3,191,0,0,69,5,64,1311,24,60,211,50,222,0,744,"Block Group 1, Census Tract 258.01, Hennepin County, Minnesota",405,182,219,6,293,9,9,38,8,37,405,38,47,292,43,245,9,202
"G27005300258012","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025801","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530258012",,,"270530258012","Block Group 2, Census Tract 258.01, Hennepin County, Minnesota",795,751,13,0,0,0,0,31,2,29,794,7,0,2,0,21,9,755,"Block Group 2, Census Tract 258.01, Hennepin County, Minnesota",250,243,17,9,9,9,9,21,5,21,250,12,9,4,9,22,14,243
"G27005300258013","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025801","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530258013",,,"270530258013","Block Group 3, Census Tract 258.01, Hennepin County, Minnesota",1224,974,22,25,127,0,49,27,0,27,1224,79,37,12,0,51,21,1024,"Block Group 3, Census Tract 258.01, Hennepin County, Minnesota",335,252,35,38,127,9,62,31,9,31,335,70,41,19,9,48,34,291
"G27005300258021","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025802","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530258021",,,"270530258021","Block Group 1, Census Tract 258.02, Hennepin County, Minnesota",1177,839,26,15,138,0,81,78,9,69,1177,2,27,0,0,17,6,1125,"Block Group 1, Census Tract 258.02, Hennepin County, Minnesota",230,149,27,23,111,9,150,88,13,87,230,4,37,9,9,13,10,228
"G27005300258022","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025802","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530258022",,,"270530258022","Block Group 2, Census Tract 258.02, Hennepin County, Minnesota",1263,1142,0,0,10,0,34,77,58,19,1263,6,8,0,0,50,0,1199,"Block Group 2, Census Tract 258.02, Hennepin County, Minnesota",417,421,9,9,11,9,30,47,44,18,417,9,12,9,9,34,9,418
"G27005300258031","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025803","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530258031",,,"270530258031","Block Group 1, Census Tract 258.03, Hennepin County, Minnesota",513,488,11,0,0,0,14,0,0,0,513,0,48,8,23,0,18,416,"Block Group 1, Census Tract 258.03, Hennepin County, Minnesota",161,153,17,9,9,9,21,9,9,9,161,9,78,14,36,9,28,130
"G27005300258032","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025803","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530258032",,,"270530258032","Block Group 2, Census Tract 258.03, Hennepin County, Minnesota",1333,1157,42,0,55,0,0,79,52,27,1333,0,18,8,9,36,17,1245,"Block Group 2, Census Tract 258.03, Hennepin County, Minnesota",283,271,43,9,74,9,9,81,80,30,283,9,20,14,14,28,19,284
"G27005300258033","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025803","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530258033",,,"270530258033","Block Group 3, Census Tract 258.03, Hennepin County, Minnesota",1215,995,109,0,64,0,0,47,0,47,1210,20,21,2,40,86,0,1041,"Block Group 3, Census Tract 258.03, Hennepin County, Minnesota",356,335,155,9,73,9,9,42,9,42,356,23,20,4,51,71,9,361
"G27005300258051","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025805","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530258051",,,"270530258051","Block Group 1, Census Tract 258.05, Hennepin County, Minnesota",987,883,51,7,46,0,0,0,0,0,729,7,0,8,8,0,0,706,"Block Group 1, Census Tract 258.05, Hennepin County, Minnesota",266,252,36,20,41,9,9,9,9,9,264,11,9,13,13,9,9,265
"G27005300258052","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025805","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530258052",,,"270530258052","Block Group 2, Census Tract 258.05, Hennepin County, Minnesota",909,909,0,0,0,0,0,0,0,0,909,54,13,29,10,12,18,773,"Block Group 2, Census Tract 258.05, Hennepin County, Minnesota",182,182,9,9,9,9,9,9,9,9,182,76,18,42,15,17,37,193
"G27005300258053","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025805","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530258053",,,"270530258053","Block Group 3, Census Tract 258.05, Hennepin County, Minnesota",920,792,16,0,41,0,0,71,0,71,920,0,30,24,15,19,25,807,"Block Group 3, Census Tract 258.05, Hennepin County, Minnesota",269,247,23,9,39,9,9,78,9,78,269,9,63,37,21,30,39,267
"G27005300259051","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025905","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530259051",,,"270530259051","Block Group 1, Census Tract 259.05, Hennepin County, Minnesota",1616,1565,28,0,17,0,0,6,6,0,1500,74,9,0,10,63,10,1334,"Block Group 1, Census Tract 259.05, Hennepin County, Minnesota",280,273,35,9,20,9,9,16,16,9,281,68,15,9,16,64,17,300
"G27005300259052","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025905","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530259052",,,"270530259052","Block Group 2, Census Tract 259.05, Hennepin County, Minnesota",1159,1053,46,0,6,0,0,54,0,54,1159,0,0,43,12,30,7,1067,"Block Group 2, Census Tract 259.05, Hennepin County, Minnesota",334,330,31,9,11,9,9,62,9,62,334,9,9,42,18,35,12,334
"G27005300259053","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025905","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530259053",,,"270530259053","Block Group 3, Census Tract 259.05, Hennepin County, Minnesota",831,723,50,0,7,0,0,51,18,33,831,8,0,9,0,1,16,797,"Block Group 3, Census Tract 259.05, Hennepin County, Minnesota",250,208,72,9,12,9,9,46,29,34,250,9,9,14,9,3,24,248
"G27005300259061","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025906","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530259061",,,"270530259061","Block Group 1, Census Tract 259.06, Hennepin County, Minnesota",1394,987,120,0,0,0,14,273,54,219,1394,30,10,0,0,0,0,1354,"Block Group 1, Census Tract 259.06, Hennepin County, Minnesota",501,372,142,9,9,9,23,302,84,301,501,47,18,9,9,9,9,494
"G27005300259062","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025906","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530259062",,,"270530259062","Block Group 2, Census Tract 259.06, Hennepin County, Minnesota",1254,869,79,20,124,0,0,162,2,160,1254,3,50,0,280,35,14,872,"Block Group 2, Census Tract 259.06, Hennepin County, Minnesota",473,426,94,32,141,9,9,208,10,209,473,5,43,9,235,55,24,406
"G27005300259063","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025906","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530259063",,,"270530259063","Block Group 3, Census Tract 259.06, Hennepin County, Minnesota",1121,868,0,0,187,0,16,50,0,50,1121,30,0,0,0,0,0,1091,"Block Group 3, Census Tract 259.06, Hennepin County, Minnesota",307,269,9,9,177,9,25,56,9,56,307,39,9,9,9,9,9,307
"G27005300259064","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025906","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530259064",,,"270530259064","Block Group 4, Census Tract 259.06, Hennepin County, Minnesota",1659,1216,221,0,9,0,0,213,0,213,1659,21,0,0,29,0,194,1415,"Block Group 4, Census Tract 259.06, Hennepin County, Minnesota",347,248,259,9,16,9,9,231,9,231,347,34,9,9,33,9,232,362
"G27005300259065","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025906","5",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530259065",,,"270530259065","Block Group 5, Census Tract 259.06, Hennepin County, Minnesota",561,505,0,0,30,0,0,26,0,26,561,0,0,0,20,0,14,527,"Block Group 5, Census Tract 259.06, Hennepin County, Minnesota",199,200,9,9,47,9,9,44,9,44,199,9,9,9,32,9,22,192
"G27005300259071","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025907","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530259071",,,"270530259071","Block Group 1, Census Tract 259.07, Hennepin County, Minnesota",1687,1214,332,0,20,0,28,93,80,13,1687,48,25,43,10,52,23,1486,"Block Group 1, Census Tract 259.07, Hennepin County, Minnesota",519,390,352,9,32,9,44,134,133,21,519,54,33,65,17,38,38,500
"G27005300259072","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025907","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530259072",,,"270530259072","Block Group 2, Census Tract 259.07, Hennepin County, Minnesota",863,752,4,1,37,1,1,67,61,6,721,0,16,0,0,65,0,640,"Block Group 2, Census Tract 259.07, Hennepin County, Minnesota",233,226,5,3,46,2,3,59,56,6,231,9,26,9,9,58,9,228
"G27005300259073","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025907","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530259073",,,"270530259073","Block Group 3, Census Tract 259.07, Hennepin County, Minnesota",2039,1464,102,0,63,0,96,314,0,314,2039,1,2,1,0,0,75,1960,"Block Group 3, Census Tract 259.07, Hennepin County, Minnesota",486,291,93,9,74,9,139,306,9,306,486,3,4,3,9,9,125,435
"G27005300259081","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025908","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530259081",,,"270530259081","Block Group 1, Census Tract 259.08, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 259.08, Hennepin County, Minnesota",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G27005300259082","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025908","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530259082",,,"270530259082","Block Group 2, Census Tract 259.08, Hennepin County, Minnesota",1812,1642,0,0,117,0,0,53,0,53,1812,40,36,0,0,33,19,1684,"Block Group 2, Census Tract 259.08, Hennepin County, Minnesota",357,361,9,9,91,9,9,69,9,69,357,44,44,9,9,35,29,352
"G27005300259083","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025908","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530259083",,,"270530259083","Block Group 3, Census Tract 259.08, Hennepin County, Minnesota",1383,1221,100,44,0,0,0,18,0,18,1365,203,1,13,0,19,12,1117,"Block Group 3, Census Tract 259.08, Hennepin County, Minnesota",518,494,145,60,9,9,9,27,9,27,518,167,2,20,9,31,19,514
"G27005300259084","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025908","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530259084",,,"270530259084","Block Group 4, Census Tract 259.08, Hennepin County, Minnesota",659,659,0,0,0,0,0,0,0,0,659,17,0,0,13,20,0,609,"Block Group 4, Census Tract 259.08, Hennepin County, Minnesota",272,272,9,9,9,9,9,9,9,9,272,25,9,9,22,34,9,278
"G27005300259091","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025909","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530259091",,,"270530259091","Block Group 1, Census Tract 259.09, Hennepin County, Minnesota",1133,1075,0,0,0,0,0,58,30,28,1133,11,186,0,0,0,0,936,"Block Group 1, Census Tract 259.09, Hennepin County, Minnesota",312,312,9,9,9,9,9,58,48,35,312,19,228,9,9,9,9,278
"G27005300259092","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025909","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530259092",,,"270530259092","Block Group 2, Census Tract 259.09, Hennepin County, Minnesota",931,678,45,0,153,0,0,55,38,17,931,27,20,0,33,0,0,851,"Block Group 2, Census Tract 259.09, Hennepin County, Minnesota",336,339,64,9,168,9,9,65,55,29,336,31,33,9,53,9,9,355
"G27005300259093","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"025909","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530259093",,,"270530259093","Block Group 3, Census Tract 259.09, Hennepin County, Minnesota",938,618,85,4,86,0,0,145,24,121,915,9,72,0,12,0,0,822,"Block Group 3, Census Tract 259.09, Hennepin County, Minnesota",380,276,161,9,79,9,9,166,38,158,381,15,162,9,20,9,9,348
"G27005300260051","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026005","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260051",,,"270530260051","Block Group 1, Census Tract 260.05, Hennepin County, Minnesota",1054,460,280,0,109,0,75,130,18,112,1053,0,7,63,0,113,54,816,"Block Group 1, Census Tract 260.05, Hennepin County, Minnesota",257,176,203,9,126,9,111,116,25,97,256,9,12,70,9,168,51,258
"G27005300260052","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026005","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260052",,,"270530260052","Block Group 2, Census Tract 260.05, Hennepin County, Minnesota",1297,1229,8,0,40,0,8,12,0,12,1297,10,90,0,13,0,0,1184,"Block Group 2, Census Tract 260.05, Hennepin County, Minnesota",499,505,14,9,44,9,12,14,9,14,499,14,125,9,22,9,9,500
"G27005300260053","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026005","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260053",,,"270530260053","Block Group 3, Census Tract 260.05, Hennepin County, Minnesota",964,593,108,4,140,0,15,104,0,104,964,6,92,93,67,0,34,672,"Block Group 3, Census Tract 260.05, Hennepin County, Minnesota",269,186,152,7,135,9,22,111,9,111,269,10,105,130,101,9,41,205
"G27005300260054","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026005","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260054",,,"270530260054","Block Group 4, Census Tract 260.05, Hennepin County, Minnesota",642,610,15,0,10,0,0,7,0,7,641,42,0,46,36,0,26,491,"Block Group 4, Census Tract 260.05, Hennepin County, Minnesota",221,219,21,9,15,9,9,10,9,10,220,39,9,49,40,9,41,187
"G27005300260061","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026006","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260061",,,"270530260061","Block Group 1, Census Tract 260.06, Hennepin County, Minnesota",614,543,45,0,26,0,0,0,0,0,614,0,0,22,0,0,0,592,"Block Group 1, Census Tract 260.06, Hennepin County, Minnesota",140,129,42,9,31,9,9,9,9,9,140,9,9,32,9,9,9,143
"G27005300260062","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026006","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260062",,,"270530260062","Block Group 2, Census Tract 260.06, Hennepin County, Minnesota",909,434,443,0,8,0,8,16,16,0,909,0,31,0,212,30,0,636,"Block Group 2, Census Tract 260.06, Hennepin County, Minnesota",450,135,411,9,15,9,12,26,26,9,450,9,49,9,303,52,9,325
"G27005300260063","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026006","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260063",,,"270530260063","Block Group 3, Census Tract 260.06, Hennepin County, Minnesota",562,392,49,0,121,0,0,0,0,0,562,34,52,0,43,11,2,420,"Block Group 3, Census Tract 260.06, Hennepin County, Minnesota",168,131,73,9,102,9,9,9,9,9,168,25,51,9,70,17,4,172
"G27005300260064","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026006","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260064",,,"270530260064","Block Group 4, Census Tract 260.06, Hennepin County, Minnesota",1363,1033,119,0,200,0,11,0,0,0,1363,49,93,0,0,12,33,1176,"Block Group 4, Census Tract 260.06, Hennepin County, Minnesota",585,552,144,9,169,9,20,9,9,9,585,53,148,9,9,18,50,569
"G27005300260071","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026007","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260071",,,"270530260071","Block Group 1, Census Tract 260.07, Hennepin County, Minnesota",1110,934,42,0,64,0,0,70,0,70,1110,0,0,0,29,0,0,1081,"Block Group 1, Census Tract 260.07, Hennepin County, Minnesota",308,192,50,9,71,9,9,100,9,100,308,9,9,9,44,9,9,310
"G27005300260072","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026007","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260072",,,"270530260072","Block Group 2, Census Tract 260.07, Hennepin County, Minnesota",1058,961,10,0,34,0,12,41,20,21,1056,23,69,11,14,7,7,925,"Block Group 2, Census Tract 260.07, Hennepin County, Minnesota",241,236,16,9,42,9,20,43,32,26,240,29,96,19,22,11,11,218
"G27005300260073","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026007","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260073",,,"270530260073","Block Group 3, Census Tract 260.07, Hennepin County, Minnesota",1807,993,399,0,181,0,85,149,44,105,1749,25,153,37,127,122,65,1220,"Block Group 3, Census Tract 260.07, Hennepin County, Minnesota",484,353,207,9,164,9,87,123,74,102,449,30,170,35,161,81,109,395
"G27005300260074","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026007","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260074",,,"270530260074","Block Group 4, Census Tract 260.07, Hennepin County, Minnesota",668,615,30,0,3,0,6,14,0,14,668,0,30,0,8,26,0,604,"Block Group 4, Census Tract 260.07, Hennepin County, Minnesota",240,239,48,9,4,9,10,23,9,23,240,9,31,9,13,33,9,239
"G27005300260075","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026007","5",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260075",,,"270530260075","Block Group 5, Census Tract 260.07, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 5, Census Tract 260.07, Hennepin County, Minnesota",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G27005300260076","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026007","6",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260076",,,"270530260076","Block Group 6, Census Tract 260.07, Hennepin County, Minnesota",8,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,"Block Group 6, Census Tract 260.07, Hennepin County, Minnesota",13,13,9,9,9,9,9,9,9,9,13,9,9,9,9,9,9,13
"G27005300260131","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026013","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260131",,,"270530260131","Block Group 1, Census Tract 260.13, Hennepin County, Minnesota",1765,1057,1,0,528,0,41,138,108,30,1765,10,2,0,0,108,9,1636,"Block Group 1, Census Tract 260.13, Hennepin County, Minnesota",561,211,2,9,494,9,43,164,159,29,561,16,4,9,9,159,12,532
"G27005300260132","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026013","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260132",,,"270530260132","Block Group 2, Census Tract 260.13, Hennepin County, Minnesota",1331,1069,31,0,62,0,0,169,9,160,1331,10,23,0,17,24,0,1257,"Block Group 2, Census Tract 260.13, Hennepin County, Minnesota",461,328,48,9,61,9,9,175,14,174,461,15,39,9,25,36,9,463
"G27005300260133","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026013","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260133",,,"270530260133","Block Group 3, Census Tract 260.13, Hennepin County, Minnesota",565,533,0,0,4,0,0,28,0,28,565,0,0,0,38,0,10,517,"Block Group 3, Census Tract 260.13, Hennepin County, Minnesota",252,244,9,9,7,9,9,40,9,40,252,9,9,9,59,9,15,214
"G27005300260134","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026013","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260134",,,"270530260134","Block Group 4, Census Tract 260.13, Hennepin County, Minnesota",1544,1250,0,0,225,0,11,58,11,47,1544,29,12,0,0,41,23,1439,"Block Group 4, Census Tract 260.13, Hennepin County, Minnesota",390,389,9,9,106,9,16,69,18,64,390,34,19,9,9,46,36,399
"G27005300260141","2018-2022","MN",,,"Minnesota","27","Hennepin County","053",,,"026014","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270530260141",,,"270530260141","Block Group 1, Census Tract 260.14, Hennepin County, Minnesota",1430,1075,272,0,42,0,41,0,0,0,1429,0,0,0,22,20,19,1368,"Block Group 1, Census Tract 260.14, Hennepin County, Minnesota",364,286,325,9,48,9,68,9,9,9,364,9,9,9,24,32,24,363
