GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AQNGE001,AQNGE002,AQNGE003,AQNGE004,AQNGE005,AQNGE006,AQNGE007,AQNGE008,AQNGE009,AQNGE010,AQPZE001,AQPZE002,AQPZE003,AQPZE004,AQPZE005,AQPZE006,AQPZE007,AQPZE008,NAME_M,AQNGM001,AQNGM002,AQNGM003,AQNGM004,AQNGM005,AQNGM006,AQNGM007,AQNGM008,AQNGM009,AQNGM010,AQPZM001,AQPZM002,AQPZM003,AQPZM004,AQPZM005,AQPZM006,AQPZM007,AQPZM008
"G27000300502182","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050218","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502182",,,"270030502182","Block Group 2, Census Tract 502.18, Anoka County, Minnesota",898,838,0,9,37,0,0,14,0,14,898,0,14,3,0,49,60,772,"Block Group 2, Census Tract 502.18, Anoka County, Minnesota",234,238,9,13,41,9,9,25,9,25,234,9,21,8,9,77,88,230
"G27000300502183","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050218","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502183",,,"270030502183","Block Group 3, Census Tract 502.18, Anoka County, Minnesota",842,789,0,31,11,0,0,11,0,11,842,31,10,0,6,143,12,640,"Block Group 3, Census Tract 502.18, Anoka County, Minnesota",391,351,9,46,13,9,9,18,9,18,391,33,15,9,11,222,19,310
"G27000300502191","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050219","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502191",,,"270030502191","Block Group 1, Census Tract 502.19, Anoka County, Minnesota",1112,1105,0,0,0,0,0,7,7,0,1112,47,0,9,8,4,16,1028,"Block Group 1, Census Tract 502.19, Anoka County, Minnesota",236,234,9,9,9,9,9,12,12,9,236,68,9,13,13,10,24,241
"G27000300502192","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050219","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502192",,,"270030502192","Block Group 2, Census Tract 502.19, Anoka County, Minnesota",1650,1486,0,0,55,0,57,52,16,36,1650,35,24,1,22,1,9,1558,"Block Group 2, Census Tract 502.19, Anoka County, Minnesota",220,225,9,9,70,9,55,46,19,42,220,47,26,3,24,3,14,230
"G27000300502201","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050220","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502201",,,"270030502201","Block Group 1, Census Tract 502.20, Anoka County, Minnesota",2246,2111,26,0,0,0,24,85,0,85,2246,0,0,0,0,0,0,2246,"Block Group 1, Census Tract 502.20, Anoka County, Minnesota",437,466,39,9,9,9,38,124,9,124,437,9,9,9,9,9,9,437
"G27000300502202","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050220","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502202",,,"270030502202","Block Group 2, Census Tract 502.20, Anoka County, Minnesota",1402,965,0,0,398,0,0,39,8,31,1402,18,2,88,0,0,0,1294,"Block Group 2, Census Tract 502.20, Anoka County, Minnesota",423,329,9,9,376,9,9,41,13,32,423,27,3,112,9,9,9,419
"G27000300502203","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050220","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502203",,,"270030502203","Block Group 3, Census Tract 502.20, Anoka County, Minnesota",1840,1641,0,0,8,5,0,186,90,96,1840,98,0,59,0,18,0,1665,"Block Group 3, Census Tract 502.20, Anoka County, Minnesota",580,560,9,9,14,14,9,156,97,85,580,158,9,92,9,30,9,538
"G27000300502204","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050220","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502204",,,"270030502204","Block Group 4, Census Tract 502.20, Anoka County, Minnesota",1587,1278,226,0,0,0,0,83,0,83,1583,16,0,0,0,0,39,1528,"Block Group 4, Census Tract 502.20, Anoka County, Minnesota",495,419,316,9,9,9,9,93,9,93,495,25,9,9,9,9,62,495
"G27000300502221","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050222","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502221",,,"270030502221","Block Group 1, Census Tract 502.22, Anoka County, Minnesota",1392,867,308,0,30,0,126,61,0,61,1385,7,14,3,126,305,0,930,"Block Group 1, Census Tract 502.22, Anoka County, Minnesota",447,289,303,9,34,9,174,48,9,48,447,12,12,8,174,304,9,306
"G27000300502222","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050222","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502222",,,"270030502222","Block Group 2, Census Tract 502.22, Anoka County, Minnesota",1261,1236,0,0,12,0,13,0,0,0,1261,129,0,123,151,10,0,848,"Block Group 2, Census Tract 502.22, Anoka County, Minnesota",387,388,9,9,21,9,20,9,9,9,387,200,9,191,225,15,9,204
"G27000300502223","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050222","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502223",,,"270030502223","Block Group 3, Census Tract 502.22, Anoka County, Minnesota",1025,1006,0,0,0,0,0,19,0,19,1025,0,36,0,0,13,19,957,"Block Group 3, Census Tract 502.22, Anoka County, Minnesota",227,225,9,9,9,9,9,33,9,33,227,9,37,9,9,20,27,209
"G27000300502224","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050222","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502224",,,"270030502224","Block Group 4, Census Tract 502.22, Anoka County, Minnesota",1956,1789,0,0,137,0,6,24,24,0,1956,8,0,12,91,8,12,1825,"Block Group 4, Census Tract 502.22, Anoka County, Minnesota",404,375,9,9,164,9,11,37,37,9,404,14,9,20,91,12,18,395
"G27000300502231","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050223","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502231",,,"270030502231","Block Group 1, Census Tract 502.23, Anoka County, Minnesota",599,599,0,0,0,0,0,0,0,0,599,8,0,24,13,0,31,523,"Block Group 1, Census Tract 502.23, Anoka County, Minnesota",170,170,9,9,9,9,9,9,9,9,170,12,9,29,21,9,34,161
"G27000300502232","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050223","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502232",,,"270030502232","Block Group 2, Census Tract 502.23, Anoka County, Minnesota",1030,911,65,0,0,0,0,54,0,54,1030,13,6,0,0,28,0,983,"Block Group 2, Census Tract 502.23, Anoka County, Minnesota",295,278,101,9,9,9,9,53,9,53,295,15,10,9,9,40,9,296
"G27000300502233","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050223","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502233",,,"270030502233","Block Group 3, Census Tract 502.23, Anoka County, Minnesota",1270,1152,17,4,19,0,11,67,41,26,1270,18,0,0,63,48,0,1141,"Block Group 3, Census Tract 502.23, Anoka County, Minnesota",253,222,27,7,29,9,18,67,63,29,253,28,9,9,64,76,9,252
"G27000300502241","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050224","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502241",,,"270030502241","Block Group 1, Census Tract 502.24, Anoka County, Minnesota",1210,1151,0,0,0,0,8,51,31,20,1207,19,24,0,7,19,75,1063,"Block Group 1, Census Tract 502.24, Anoka County, Minnesota",334,330,9,9,9,9,12,34,29,19,335,33,39,9,13,25,76,337
"G27000300502242","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050224","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502242",,,"270030502242","Block Group 2, Census Tract 502.24, Anoka County, Minnesota",3113,2637,140,7,61,0,118,150,75,75,3087,32,19,0,15,59,196,2766,"Block Group 2, Census Tract 502.24, Anoka County, Minnesota",755,763,108,12,85,9,181,109,88,68,757,33,23,9,23,51,221,748
"G27000300502261","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050226","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502261",,,"270030502261","Block Group 1, Census Tract 502.26, Anoka County, Minnesota",1284,752,476,0,13,0,0,43,43,0,1284,25,31,0,195,19,0,1014,"Block Group 1, Census Tract 502.26, Anoka County, Minnesota",361,195,310,9,30,9,9,48,48,9,361,30,36,9,169,30,9,320
"G27000300502262","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050226","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502262",,,"270030502262","Block Group 2, Census Tract 502.26, Anoka County, Minnesota",1809,1654,76,0,46,0,0,33,0,33,1809,0,0,0,0,18,42,1749,"Block Group 2, Census Tract 502.26, Anoka County, Minnesota",447,450,103,9,62,9,9,35,9,35,447,9,9,9,9,27,63,450
"G27000300502271","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050227","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502271",,,"270030502271","Block Group 1, Census Tract 502.27, Anoka County, Minnesota",1270,873,119,0,106,0,55,117,0,117,1270,39,0,54,0,27,19,1131,"Block Group 1, Census Tract 502.27, Anoka County, Minnesota",311,203,186,9,79,9,64,114,9,114,311,41,9,62,9,39,30,306
"G27000300502272","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050227","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502272",,,"270030502272","Block Group 2, Census Tract 502.27, Anoka County, Minnesota",1067,812,114,0,58,0,0,83,0,83,1067,17,0,0,0,0,71,979,"Block Group 2, Census Tract 502.27, Anoka County, Minnesota",335,298,163,9,59,9,9,122,9,122,335,27,9,9,9,9,112,306
"G27000300502273","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050227","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502273",,,"270030502273","Block Group 3, Census Tract 502.27, Anoka County, Minnesota",854,752,68,0,11,0,14,9,0,9,854,0,11,21,0,26,45,751,"Block Group 3, Census Tract 502.27, Anoka County, Minnesota",205,196,95,9,19,9,24,16,9,16,205,9,19,35,9,35,49,198
"G27000300502274","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050227","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502274",,,"270030502274","Block Group 4, Census Tract 502.27, Anoka County, Minnesota",1500,1165,14,0,181,0,41,99,12,87,1500,23,142,0,108,0,0,1227,"Block Group 4, Census Tract 502.27, Anoka County, Minnesota",397,350,25,9,174,9,45,86,18,86,397,39,166,9,103,9,9,356
"G27000300502281","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050228","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502281",,,"270030502281","Block Group 1, Census Tract 502.28, Anoka County, Minnesota",2163,1698,220,0,27,0,9,209,27,182,2163,107,93,38,158,194,75,1498,"Block Group 1, Census Tract 502.28, Anoka County, Minnesota",434,418,91,9,44,9,14,181,31,178,434,126,69,44,219,164,88,434
"G27000300502282","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050228","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502282",,,"270030502282","Block Group 2, Census Tract 502.28, Anoka County, Minnesota",1314,1314,0,0,0,0,0,0,0,0,1314,0,0,0,0,44,81,1189,"Block Group 2, Census Tract 502.28, Anoka County, Minnesota",462,462,9,9,9,9,9,9,9,9,462,9,9,9,9,67,86,416
"G27000300502283","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050228","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502283",,,"270030502283","Block Group 3, Census Tract 502.28, Anoka County, Minnesota",1217,1053,0,0,102,0,58,4,0,4,1199,28,43,144,7,58,0,919,"Block Group 3, Census Tract 502.28, Anoka County, Minnesota",483,457,9,9,124,9,89,7,9,7,480,40,67,157,12,89,9,462
"G27000300502284","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050228","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502284",,,"270030502284","Block Group 4, Census Tract 502.28, Anoka County, Minnesota",466,466,0,0,0,0,0,0,0,0,466,10,33,0,0,114,0,309,"Block Group 4, Census Tract 502.28, Anoka County, Minnesota",274,274,9,9,9,9,9,9,9,9,274,16,52,9,9,180,9,197
"G27000300502285","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050228","5",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502285",,,"270030502285","Block Group 5, Census Tract 502.28, Anoka County, Minnesota",1190,991,51,0,9,0,59,80,0,80,1190,78,32,16,35,9,76,944,"Block Group 5, Census Tract 502.28, Anoka County, Minnesota",341,303,53,9,15,9,93,93,9,93,341,88,39,20,58,15,85,332
"G27000300502291","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050229","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502291",,,"270030502291","Block Group 1, Census Tract 502.29, Anoka County, Minnesota",980,926,0,0,25,0,0,29,0,29,980,0,0,136,16,36,13,779,"Block Group 1, Census Tract 502.29, Anoka County, Minnesota",321,309,9,9,38,9,9,43,9,43,321,9,9,204,23,32,21,252
"G27000300502292","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050229","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502292",,,"270030502292","Block Group 2, Census Tract 502.29, Anoka County, Minnesota",219,67,101,45,0,0,0,6,0,6,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 502.29, Anoka County, Minnesota",145,54,88,41,9,9,9,15,9,15,9,9,9,9,9,9,9,9
"G27000300502293","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050229","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502293",,,"270030502293","Block Group 3, Census Tract 502.29, Anoka County, Minnesota",1295,1188,13,0,71,0,0,23,23,0,1295,10,1,0,0,70,18,1196,"Block Group 3, Census Tract 502.29, Anoka County, Minnesota",357,331,21,9,100,9,9,38,38,9,357,16,2,9,9,112,31,338
"G27000300502294","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050229","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502294",,,"270030502294","Block Group 4, Census Tract 502.29, Anoka County, Minnesota",1598,1519,0,0,37,0,0,42,0,42,1598,21,17,0,0,0,0,1560,"Block Group 4, Census Tract 502.29, Anoka County, Minnesota",495,494,9,9,61,9,9,58,9,58,495,25,27,9,9,9,9,504
"G27000300502295","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050229","5",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502295",,,"270030502295","Block Group 5, Census Tract 502.29, Anoka County, Minnesota",1557,1198,244,56,6,0,23,30,9,21,756,0,0,0,25,31,0,700,"Block Group 5, Census Tract 502.29, Anoka County, Minnesota",259,249,88,45,10,9,26,26,13,22,218,9,9,9,39,29,9,217
"G27000300502301","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050230","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502301",,,"270030502301","Block Group 1, Census Tract 502.30, Anoka County, Minnesota",1320,1135,0,0,39,0,9,137,0,137,1320,6,8,0,40,3,0,1263,"Block Group 1, Census Tract 502.30, Anoka County, Minnesota",194,176,9,9,42,9,16,104,9,104,194,8,12,9,62,4,9,190
"G27000300502302","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050230","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502302",,,"270030502302","Block Group 2, Census Tract 502.30, Anoka County, Minnesota",1456,1144,123,0,189,0,0,0,0,0,1456,4,0,123,0,50,0,1279,"Block Group 2, Census Tract 502.30, Anoka County, Minnesota",399,376,180,9,165,9,9,9,9,9,399,6,9,180,9,48,9,407
"G27000300502321","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050232","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502321",,,"270030502321","Block Group 1, Census Tract 502.32, Anoka County, Minnesota",1715,1673,0,21,0,0,0,21,12,9,1715,0,0,0,0,9,26,1680,"Block Group 1, Census Tract 502.32, Anoka County, Minnesota",301,298,9,35,9,9,9,25,19,14,301,9,9,9,9,15,40,300
"G27000300502322","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050232","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502322",,,"270030502322","Block Group 2, Census Tract 502.32, Anoka County, Minnesota",803,715,0,0,85,0,0,3,0,3,803,0,7,0,0,6,0,790,"Block Group 2, Census Tract 502.32, Anoka County, Minnesota",246,224,9,9,120,9,9,7,9,7,246,9,11,9,9,9,9,245
"G27000300502323","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050232","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502323",,,"270030502323","Block Group 3, Census Tract 502.32, Anoka County, Minnesota",1398,1303,0,0,40,0,22,33,13,20,1386,14,50,13,0,0,13,1296,"Block Group 3, Census Tract 502.32, Anoka County, Minnesota",365,375,9,9,65,9,34,42,21,34,364,22,72,21,9,9,19,374
"G27000300502331","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050233","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502331",,,"270030502331","Block Group 1, Census Tract 502.33, Anoka County, Minnesota",1689,1580,5,0,75,0,12,17,0,17,1650,0,12,26,0,0,0,1612,"Block Group 1, Census Tract 502.33, Anoka County, Minnesota",648,611,8,9,103,9,19,30,9,30,629,9,19,39,9,9,9,622
"G27000300502332","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050233","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502332",,,"270030502332","Block Group 2, Census Tract 502.33, Anoka County, Minnesota",588,526,0,0,51,0,0,11,0,11,588,0,11,42,0,7,0,528,"Block Group 2, Census Tract 502.33, Anoka County, Minnesota",183,169,9,9,67,9,9,17,9,17,183,9,17,68,9,11,9,182
"G27000300502333","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050233","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502333",,,"270030502333","Block Group 3, Census Tract 502.33, Anoka County, Minnesota",1296,1087,0,0,21,0,15,173,92,81,1296,0,0,14,168,44,0,1070,"Block Group 3, Census Tract 502.33, Anoka County, Minnesota",268,245,9,9,25,9,21,138,113,82,268,9,9,22,137,55,9,269
"G27000300502341","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050234","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502341",,,"270030502341","Block Group 1, Census Tract 502.34, Anoka County, Minnesota",1073,1053,2,0,0,0,0,18,0,18,1072,0,0,11,0,0,95,966,"Block Group 1, Census Tract 502.34, Anoka County, Minnesota",250,250,4,9,9,9,9,26,9,26,250,9,9,14,9,9,99,242
"G27000300502342","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050234","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502342",,,"270030502342","Block Group 2, Census Tract 502.34, Anoka County, Minnesota",1072,1035,7,0,23,0,7,0,0,0,1072,0,47,0,21,0,0,1004,"Block Group 2, Census Tract 502.34, Anoka County, Minnesota",318,317,11,9,65,9,11,9,9,9,318,9,70,9,32,9,9,322
"G27000300502343","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050234","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502343",,,"270030502343","Block Group 3, Census Tract 502.34, Anoka County, Minnesota",1125,1057,48,0,0,0,0,20,9,11,1102,0,11,0,12,33,20,1026,"Block Group 3, Census Tract 502.34, Anoka County, Minnesota",244,212,62,9,9,9,9,25,14,20,240,9,18,9,18,37,31,237
"G27000300502351","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050235","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502351",,,"270030502351","Block Group 1, Census Tract 502.35, Anoka County, Minnesota",962,904,0,0,1,0,0,57,0,57,962,0,42,2,0,95,1,822,"Block Group 1, Census Tract 502.35, Anoka County, Minnesota",264,248,9,9,4,9,9,87,9,87,264,9,59,7,9,95,4,265
"G27000300502352","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050235","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502352",,,"270030502352","Block Group 2, Census Tract 502.35, Anoka County, Minnesota",1911,1760,0,21,130,0,0,0,0,0,1911,23,87,81,0,272,10,1438,"Block Group 2, Census Tract 502.35, Anoka County, Minnesota",387,401,9,31,139,9,9,9,9,9,387,34,79,116,9,223,17,321
"G27000300502361","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050236","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502361",,,"270030502361","Block Group 1, Census Tract 502.36, Anoka County, Minnesota",1164,1082,25,0,10,0,7,40,0,40,1164,9,0,0,31,0,0,1124,"Block Group 1, Census Tract 502.36, Anoka County, Minnesota",243,233,29,9,16,9,13,48,9,48,243,15,9,9,51,9,9,247
"G27000300502362","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050236","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502362",,,"270030502362","Block Group 2, Census Tract 502.36, Anoka County, Minnesota",1647,1454,0,0,106,0,5,82,31,51,1647,33,0,0,0,29,16,1569,"Block Group 2, Census Tract 502.36, Anoka County, Minnesota",321,272,9,9,92,9,9,70,34,63,321,51,9,9,9,45,24,312
"G27000300502363","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050236","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502363",,,"270030502363","Block Group 3, Census Tract 502.36, Anoka County, Minnesota",1064,945,0,0,119,0,0,0,0,0,1064,0,0,7,0,0,0,1057,"Block Group 3, Census Tract 502.36, Anoka County, Minnesota",220,207,9,9,128,9,9,9,9,9,220,9,9,12,9,9,9,222
"G27000300502371","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050237","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502371",,,"270030502371","Block Group 1, Census Tract 502.37, Anoka County, Minnesota",1983,1917,7,0,29,0,9,21,10,11,1983,10,15,0,11,57,332,1558,"Block Group 1, Census Tract 502.37, Anoka County, Minnesota",524,524,11,9,45,9,16,22,15,17,524,16,25,9,18,67,467,286
"G27000300502372","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050237","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502372",,,"270030502372","Block Group 2, Census Tract 502.37, Anoka County, Minnesota",1532,1286,214,0,0,0,0,32,14,18,1514,39,192,111,34,55,20,1063,"Block Group 2, Census Tract 502.37, Anoka County, Minnesota",409,307,285,9,9,9,9,27,24,20,409,47,268,138,41,59,31,277
"G27000300502373","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050237","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502373",,,"270030502373","Block Group 3, Census Tract 502.37, Anoka County, Minnesota",989,936,0,0,31,0,13,9,0,9,989,12,0,0,0,19,9,949,"Block Group 3, Census Tract 502.37, Anoka County, Minnesota",255,272,9,9,37,9,21,14,9,14,255,18,9,9,9,29,14,254
"G27000300502374","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050237","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502374",,,"270030502374","Block Group 4, Census Tract 502.37, Anoka County, Minnesota",1148,1017,0,0,131,0,0,0,0,0,1148,31,0,0,65,19,0,1033,"Block Group 4, Census Tract 502.37, Anoka County, Minnesota",229,217,9,9,112,9,9,9,9,9,229,31,9,9,85,29,9,238
"G27000300502381","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050238","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502381",,,"270030502381","Block Group 1, Census Tract 502.38, Anoka County, Minnesota",804,780,0,24,0,0,0,0,0,0,804,0,0,0,0,0,14,790,"Block Group 1, Census Tract 502.38, Anoka County, Minnesota",256,252,9,38,9,9,9,9,9,9,256,9,9,9,9,9,22,256
"G27000300502382","2018-2022","MN",,,"Minnesota","27","Anoka County","003",,,"050238","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270030502382",,,"270030502382","Block Group 2, Census Tract 502.38, Anoka County, Minnesota",2899,2472,0,23,77,0,60,267,47,220,2899,28,0,0,0,188,89,2594,"Block Group 2, Census Tract 502.38, Anoka County, Minnesota",701,680,9,38,97,9,79,199,58,191,701,44,9,9,9,193,146,704
